cn.spring-up	spring-instance	0.1		03af2df8f492cdc30119741e1d73253005a6632a
org.qbicc	qbicc-plugin-gc-nogc	0.39.0		51edfc6d3b67fbd35cc09b28e66a2d3bc29e2162
org.qbicc	qbicc-plugin-gc-nogc	0.4.0		2e57077e781663b9f0c515b070ee33359f2c660e
org.qbicc	qbicc-plugin-gc-nogc	0.40.0		64ff9787ae58a5d467e0ba05ee531eab74b2d701
org.qbicc	qbicc-plugin-gc-nogc	0.41.0		d682bee107af377422b49cb34c42e7ce67392ab0
org.qbicc	qbicc-plugin-gc-nogc	0.42.0		6c778288c20ab11310d49cc61db818efae8a87b3
org.qbicc	qbicc-plugin-gc-nogc	0.43.0		cace4e6f939378bed68576436a1d98d066b52c68
org.qbicc	qbicc-plugin-gc-nogc	0.44.0		42fb970ec62e77a71c32b0c67f978e70c21643cf
org.qbicc	qbicc-plugin-gc-nogc	0.45.0		8598e7e4ef6c56ef22762b0476f32ae1fa60a2b8
org.qbicc	qbicc-plugin-gc-nogc	0.46.0		125bfb5063c661978542193055a3e5ab41b4cb49
org.qbicc	qbicc-plugin-gc-nogc	0.47.0		97837143ad823ed5be90c81d1ea308761769c0b8
org.qbicc	qbicc-plugin-gc-nogc	0.48.0		a8e6d6baa8a22eb59a530d01a8b3d45ccf17ea5d
org.qbicc	qbicc-plugin-gc-nogc	0.49.0		ac904968dc0ac1b358068792ca9a9672b8d60037
org.qbicc	qbicc-plugin-gc-nogc	0.5.0		7e882c450efc1597b7eaf897f83da338a653a6b7
org.qbicc	qbicc-plugin-gc-nogc	0.50.0		871cce2540209430fa85ea3de3232b44e7d274d2
org.qbicc	qbicc-plugin-gc-nogc	0.51.0		b61689a49f3dbaf7c2e48122b938bd537db9fe55
org.qbicc	qbicc-plugin-gc-nogc	0.52.0		3edaecf663994db379dee46b6f7b41ecc78fad93
org.qbicc	qbicc-plugin-gc-nogc	0.53.0		f734e72ab6e28e20b6a696a60ebf64f32e4ff5b3
org.qbicc	qbicc-plugin-gc-nogc	0.54.0		b0f2165c5a2128f30c1ce84e8293a939aa89714a
org.qbicc	qbicc-plugin-gc-nogc	0.55.0		50791db1286e9a977a2e0a2086a2528eda9e24a1
org.qbicc	qbicc-plugin-gc-nogc	0.56.0		d7291eec3c8a33392bb9d20448ab594531fe235b
org.qbicc	qbicc-plugin-gc-nogc	0.57.0		e2ad20f7243bd5668d6747b0b00b2e23d03d721e
org.qbicc	qbicc-plugin-gc-nogc	0.58.0		b32a9dec4dbc8f22ec5432070ea1e7aaaa6229b0
org.qbicc	qbicc-plugin-gc-nogc	0.59.0		d70a06126d0215d68dfefa9403d2e3eaabedb5b9
org.qbicc	qbicc-plugin-gc-nogc	0.6.0		79f529e0e1b4762648bb61568664cc71dc0da707
org.qbicc	qbicc-plugin-gc-nogc	0.60.0		c4a03623e70bc29f5d3adca3e63a9dc7d9c8eb81
org.qbicc	qbicc-plugin-gc-nogc	0.61.0		547312fb31ba042af91aef188685aaefdcbe1e54
org.qbicc	qbicc-plugin-gc-nogc	0.62.0		9c5091183cfc88c505cf1709f90a5a1e4752fb38
org.qbicc	qbicc-plugin-gc-nogc	0.63.0		86d4f7ac77ee4d0b74ce92fd7133b5c3c0f75a35
org.qbicc	qbicc-plugin-gc-nogc	0.64.0		fbd923ca6df0c416cbf3d72515a4a0c00a47b150
org.qbicc	qbicc-plugin-gc-nogc	0.65.0		e83578652196958884f91d7564fce3b711ef676b
org.qbicc	qbicc-plugin-gc-nogc	0.66.0		b2ffff4193f2a858b60270baa91c7281b3d4ec08
org.qbicc	qbicc-plugin-gc-nogc	0.67.0		878605ec7bfa8bbcd11fb33ba67f763f3be37ba3
org.qbicc	qbicc-plugin-gc-nogc	0.68.0		92f188b0d92a6e946585d09c22ffe959b11c20bc
org.qbicc	qbicc-plugin-gc-nogc	0.69.0		9ba0fcfd22c37ed60a8de0ffb8d6f8b4549602b4
org.qbicc	qbicc-plugin-gc-nogc	0.7.0		170bca7bfd5a832fadbae39cd6d18ba375939be7
org.qbicc	qbicc-plugin-gc-nogc	0.70.0		4e0a7d30fe90c29c296800d29b509b6c80ced935
org.qbicc	qbicc-plugin-gc-nogc	0.71.0		a2d3c83bb65aa899f3ef064d773a43a6af508811
org.qbicc	qbicc-plugin-gc-nogc	0.72.0		1d5e4ee00d7d1b065eb7f98d129691c0fb3b1701
org.qbicc	qbicc-plugin-gc-nogc	0.8.0		75732d7ad4fc97930a2799963eade85fb09273b1
org.qbicc	qbicc-plugin-gc-nogc	0.9.0		d47b12b0cc5bdbff3d56c8fe38e3a235fb879186
org.sangria-graphql	sangria-ast_2.12	3.0.0		3203dbee0fefc970dba129a37cb07ef73759f132
org.sangria-graphql	sangria-ast_2.12	3.0.0-RC6		553d0a044976e14e35eb93da8af98700cbb039ed
org.sangria-graphql	sangria-ast_2.12	3.0.0-RC7		fb067920ea7159ad6cd7321e0c90d293e4661f1b
org.sangria-graphql	sangria-ast_2.12	3.0.0-RC8		3e767e1b41b3b802dd2a11a8b2ecaea5df2e9817
org.sangria-graphql	sangria-ast_2.12	3.0.1		b5c0245f524b389af9aa4203ff5fffaa91a274e0
org.sangria-graphql	sangria-ast_2.12	3.1.0		2b42a2cb6e264b058c9e00df95ca8cb0cc208d66
org.sangria-graphql	sangria-ast_2.12	3.1.0-RC1		c0a695d2b9304fa770fc572ca733542037526f00
org.sangria-graphql	sangria-ast_2.12	3.2.0		5bdbe1f0e0ef3d9fbb048883a53ed0b9d0e7ce5f
org.sangria-graphql	sangria-ast_2.12	3.3.0		99c30bc649d3d32d224595b08b23925c3d293e4e
org.sangria-graphql	sangria-ast_2.12	3.3.0-RC1		1927b545f7c97ab03022aff46103024de675e16d
org.sangria-graphql	sangria-ast_2.12	3.4.0		299f13f826671e1a20955fa98e4b912174be4885
org.sangria-graphql	sangria-ast_2.12	3.4.1		b1a32fdad9c4f6024569e18cfb4dd3256635239e
org.sangria-graphql	sangria-ast_2.12	3.5.0		8f7ff619b52937764a340dc0f4263532a455d16f
org.sangria-graphql	sangria-ast_2.12	3.5.1		5b0765cd27d0fd391c9f22e236332f15a7014add
org.sangria-graphql	sangria-ast_2.12	3.5.2		b09b53be125aa43e61d1dcdd5ebbb690650a97b0
org.sangria-graphql	sangria-ast_2.12	3.5.3		eb2847835fd5ec9a31719b0e0b8cf0cd7acc9310
org.sangria-graphql	sangria-ast_2.12	3.5.3-RC1		ab7bf21d79b35c0cdd2ed55b16b2e6a1c622e0dc
org.sangria-graphql	sangria-ast_2.12	3.5.4-RC1		d8b63825e60420c25d256359ba53f0d098aed5c1
org.sangria-graphql	sangria-ast_2.12	4.0.0		bfc940e4da194daccfc06bd03a30477c7b46eff0
org.sangria-graphql	sangria-ast_2.12	4.0.0-RC1		b33976d76b662989b880c1c6e55bd48c55fc1efc
org.sangria-graphql	sangria-ast_2.12	4.0.0-RC2		396ea9b49bad33b4427f29ac2f56da739728f785
org.sangria-graphql	sangria-ast_2.12	4.0.0-RC3		2284dacb13ec97b82e458eea0fce60612cf7ceb2
org.sangria-graphql	sangria-ast_2.12	4.0.0-RC4		0f65c18c2536e5564eb0ef7aff5806f3efc622fc
org.sangria-graphql	sangria-ast_2.12	4.0.0-RC5		f96fa6405f824d644c7126edd58940bc6a9367a1
org.sangria-graphql	sangria-ast_2.12	4.0.1		582118e0d2280b4591690555b56f162dc08ab43e
org.sangria-graphql	sangria-ast_2.12	4.0.2		a76db43669330141e0dddc27360baae889bd526f
org.sangria-graphql	sangria-ast_2.12	4.1.0		c5d6ce320c4edabebbdcf9652153c69057f1e5d9
org.sangria-graphql	sangria-ast_2.12	4.1.0-RC1		5fedd5fc84eb1fc8b290e7f01e5ae08a2d099d4d
org.sangria-graphql	sangria-ast_2.12	4.1.0-RC2		e86a3f6636f2cc198cf9d5a03ba27d4c4c4f6c2a
org.sangria-graphql	sangria-ast_2.12	4.1.1		9c4079ae460146e8c347ac17cd581d3175d9047d
org.sangria-graphql	sangria-ast_2.12	4.2.0		5f48dfd9758992f921d57520dbf672cde30f2178
org.sangria-graphql	sangria-ast_2.12	4.2.0-RC1		19002363018a407ea9f7d31b1299589a7c77fdcb
org.sangria-graphql	sangria-ast_2.12	4.2.1		c5d94c7a10f8319f4c945d4143725cfbe53f6c76
org.sangria-graphql	sangria-ast_2.12	4.2.2		bf53613af576df7e1b8dafa2285331bc0d6e8da7
org.sangria-graphql	sangria-ast_2.12	4.2.3		31784743ba2955c5f50ea5f053fefc04dd0f1973
org.sangria-graphql	sangria-ast_2.12	4.2.4		c5cf6e4adc7cd2e4d8ca7ea44e0b7215f8601c81
org.sangria-graphql	sangria-ast_2.12	4.2.5		7e1e003198100342412de5f385fedee74fd15940
org.scalatest	scalatest-diagrams_sjs1.0-RC1_2.11	3.2.0-M2		ac97925eb8955166bde859542afcb1367c6a1768
org.scalatestplus	mockito-4-5_3	3.2.12.0		129c652f646a4699e9548d651f153ede9c4607b9
org.scalatra.scalate	scalate-util_2.13	1.10.0		36033ade869b3d1b006fb4abd0e8fba88c13bf01
org.scalatra.scalate	scalate-util_2.13	1.10.1		00b6dfd84b29e8700d7c6e2095f7427ad91a93b4
org.scalatra.scalate	scalate-util_2.13	1.9.4		e0c93178a0effc0e0c662e4d5fb82683bedf8676
org.scalatra.scalate	scalate-util_2.13	1.9.5		742ff482eade7d7330af2c6be80bf433bae9148f
org.scalatra.scalate	scalate-util_2.13	1.9.6		294dbbbda62b099b79d0a5d095975b3c4ecd7ec3
org.scalatra.scalate	scalate-util_2.13	1.9.7		893a0a7b06c3167c9b9006f03cb52662524f5586
org.scalatra.scalate	scalate-util_2.13	1.9.8		83d7f523cdc2da51890ccfff21eb3f3708ab1014
org.simondean.partial-response	filter-json-jackson-jaxrs	1.1.0		5edcb2eff835c72364f9f1eddf666c3e36e3ad3b
org.springframework.plugin	spring-plugin-metadata	0.8.0.RELEASE		0712bd1317c2879a253daafa8971909c65439e06
org.springframework.plugin	spring-plugin-metadata	1.0.0.RELEASE		4f66e90e30911db8c5915c8f7a9eafb0eb6345fd
org.springframework.plugin	spring-plugin-metadata	1.1.0.RELEASE		d57505852a7639d88a11fb42e77cad823cfabc35
org.springframework.plugin	spring-plugin-metadata	1.2.0.RELEASE		97223fc496b6cab31602eedbd4202aa4fff0d44f
org.springframework.plugin	spring-plugin-metadata	2.0.0.RELEASE		6fb3a1fc0f05dc826687b7686ad8a5960ecdd57c
org.springframework.plugin	spring-plugin-metadata	3.0.0		9ed7eedd7514238494dfda7e60c7249b75769061
org.testatoo	testatoo-selenium-server	1.0.0_1.0.2		8583ec494af1186d912648d9f29178d8b06204b8
org.uma.jmetal	jmetal-problem	5.0		c047e959c988642547f57ac14e425aa0f872d251
org.uma.jmetal	jmetal-problem	5.0	jar-with-dependencies	423ab305d964acc40890e47c14f02308063ad010
org.uma.jmetal	jmetal-problem	5.0-Beta-24		N/A
org.uma.jmetal	jmetal-problem	5.0-Beta-25		70024c596768ae05e5c8a710b0561f098c087c1a
org.uma.jmetal	jmetal-problem	5.0-Beta-26		000d980042eff46216e0f3400434f53eef509dde
org.uma.jmetal	jmetal-problem	5.0-Beta-28		80793e67ff0865b52a5cc09e34ec1b42099d557c
org.uma.jmetal	jmetal-problem	5.0-Beta-29		25eb176b32f97a7e0619347ddd6d7066e03fd6d2
org.uma.jmetal	jmetal-problem	5.0-Beta-31		796caabaaad2dd1e532dcf7d8f984423af455f1a
org.uma.jmetal	jmetal-problem	5.0-Beta-32		6a8607d5355f03759c0e56608b562c75829cad01
org.uma.jmetal	jmetal-problem	5.0-Beta-33		e12d043c4f1a52ed4fbca9a0e4395fd731482ad5
org.uma.jmetal	jmetal-problem	5.0-Beta-34		63a57602af877737eba9d7399d15178e5315dcb2
org.uma.jmetal	jmetal-problem	5.1		08e41cea0f86ff4e9dc8c7238090afc773f6a4b6
org.uma.jmetal	jmetal-problem	5.1	jar-with-dependencies	c1a6bc9e560f8ce7747278cbc3d3e96fe79eb855
org.uma.jmetal	jmetal-problem	5.10		e94f0c4abd6a16f19253d381d681d7a3a89c70d0
org.uma.jmetal	jmetal-problem	5.10	jar-with-dependencies	fecf77fb64c403964f190c17d6b8a1e5aea30327
org.uma.jmetal	jmetal-problem	5.11		60c88a428b91d1334dccb217ccbacce3fe3d569a
org.uma.jmetal	jmetal-problem	5.11	jar-with-dependencies	80b0f8da3719f756ad088496f1423a90162336ed
org.uma.jmetal	jmetal-problem	5.2		e5ea478bd15e81530ceb9f2aef1c48d4a563a223
org.uma.jmetal	jmetal-problem	5.2	jar-with-dependencies	e08e44935da9b323be042126d5adcd27c5c4f024
org.uma.jmetal	jmetal-problem	5.3		6a36a212b2ec9afeefd1386bfcb9318e25dd87a4
org.uma.jmetal	jmetal-problem	5.3	jar-with-dependencies	b00ed9d821c27c497fcebd855472efb43568760e
org.uma.jmetal	jmetal-problem	5.4		6f34396933e3829af7aa9c663a68bd88d3673794
org.uma.jmetal	jmetal-problem	5.4	jar-with-dependencies	38179608af1b28c8900ecb4b7e1fe85906fe900b
org.uma.jmetal	jmetal-problem	5.5		3c43aa4978706a28434150c6e2bc6707a655a67a
org.uma.jmetal	jmetal-problem	5.5	jar-with-dependencies	7a9a6454ae9f3dbbaacd113f742cf53f2985cd81
org.uma.jmetal	jmetal-problem	5.5.1		ebf6dc55bb2864cd04efcde3d13c5e492ad481af
org.uma.jmetal	jmetal-problem	5.5.1	jar-with-dependencies	ebca5b7a7a6e0a57b00be5c1e94b5890a2c6b8ac
org.uma.jmetal	jmetal-problem	5.5.2		8668d585d05d591d8ceda3b20cd88eef7296f03d
org.uma.jmetal	jmetal-problem	5.5.2	jar-with-dependencies	f8c67c28b4a9f1ead2aefaedcc317376ad15b6c3
org.uma.jmetal	jmetal-problem	5.5.3		6c259632ff02f9ff69625f34ce8009ef814ac191
org.uma.jmetal	jmetal-problem	5.5.3	jar-with-dependencies	559c612be5ca7cf9cf5fb068299e1f389ac76b1f
org.uma.jmetal	jmetal-problem	5.6		d347af921b71dc1cde2e1b22ed4e9fbaaa49720b
org.uma.jmetal	jmetal-problem	5.6	jar-with-dependencies	9c72197e89a3f5ba30ac215d9d58409a9ea7d9a7
org.uma.jmetal	jmetal-problem	5.7		e5971e4c73f1ba4e315fb0acad3ec8da74c6e9e0
org.uma.jmetal	jmetal-problem	5.7	jar-with-dependencies	37a644ab1f5e06462d42d110a2edd965424e7371
org.uma.jmetal	jmetal-problem	5.9		98c2e077e59953c4f07aa053a968e76997c4eab9
org.uma.jmetal	jmetal-problem	5.9	jar-with-dependencies	f2e42b581ff4d1512998ee6fe96fe1386d93c265
org.uma.jmetal	jmetal-problem	6.0		b33a9a4ef29fc6b6274b12b3366f055be66f07b6
org.uma.jmetal	jmetal-problem	6.1		8ec383704bfd08fd91452f89cb100ea8263f127d
org.uma.jmetal	jmetal-problem	6.2		da597028afeb39b70fe641bb227f97a76fbbf2ef
org.uma.jmetal	jmetal-problem	6.6		483e860eb1272bad711d522bec9757f2243010e0
org.webjars.npm	canvas2pdf	1.0.7		b26b70076e551103991f85060864188a634578db
org.webjars.npm	codemirror__highlight	0.19.7		864c24d01b3cb677f3cdef1575922653d41d944f
org.webjars.npm	little-loader	0.2.0		0231266a0b5bd83a7dbc01e39782bc8b47ff4436
org.webjars.npm	mineflayer	3.15.0		8dca95b8ee846c19637ad4edd026344a637dbbdf
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.0.Beta10		d2ddd3b1043a32b819e0c13489c4f45495588546
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.0.Beta11		fd4d2420c653e038959565c8bb13a6f57b67c112
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.0.Beta12		4266007c99e76c69f9a4ce5e41557d0c5172cade
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.0.Beta13		6f7642d60b02d8927cdb09a9f7a495700551dd96
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.0.Final		e994a2f84d7ef3e665894b4a36551485b87ffd9d
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.1.Final		73b7ea42279ac9cea1f9bef2e4007caeef4cf9b9
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.2.Final		595506bd534792e418a8154bd38c7c237b5bdc6a
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.3.Final		33c03bd603d0bb747be7248ff870ace6f969cfaa
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.4.Final		411681209cc6a276bddda9f5b16779f04c690f8a
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.5.Final		d0a65ec30a63e01d6d38e15b29f6aceb98eaa5eb
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.0.6.Final		c450cf37f2bb2ceea7784033880e8f55266e49a1
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.1.0.Final		90177dafaa5833f8996cdc0f80d0fe1587a83674
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.1.1.Final		6b0de9ce9969c991c420b20f4d414c33a01dce26
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.2.0.Beta1		c65dcbf7ba3324cf51c13b2116e4314894c59b39
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.2.0.Beta2		4e516b49b23adceaeeb9fc8ed0ebddd7c52b372b
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.2.0.Final		dbc079ab07722a7819f0d83c726353ff7c4b6cbc
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.3.0.Final		6b7398051e18865004e0a9df949be3e92d170076
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.3.1.Final		d02d55bf36ea570f9a6331100d261b25d7e3817d
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.3.2.Final		6feacfca72d8df6bf307c734967050ec8e3d1988
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.3.3.Final		30cd2a6ec96802f5a537177413b1c9213c8101a2
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.4.0.Final		49d4fa5d4e894e749e62014520bb730ddb034fed
org.wildfly.glow	wildfly-glow-openshift-deployment-mariadb	1.4.1.Final		f6caf3dfea658e5da9179b2add06fa16e80d9813
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.0.10		ff2113ee901e0d199ea2a5d8d7d3db2b135b6f68
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.0.11		72a61e36d0408792fe6bdceacceb1e3a9a69d92c
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.0.12		54eac5f882bf73b55eb1ebcc80417b785bb7d653
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.1.0		381245ca271b70250dce252a5d00410bef865dcd
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.1.1		cd1cf7baa8c99608272d38eb988bc40c49ad9d1e
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.1.2		159a6298728042a5e6ecacbccfef5310e2e549cb
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.2.0		8072f36be38cefd3f33f7bcdfba358c2856f885c
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.2.1		34657aa0aab4fbce9c263a56668455f0e3161b80
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.2.2		f403203aadcbce2c802aceab2c546fb24cebf761
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.3.0		ebe2d783714e703eecd3a73c2fd1080f7ecd1a14
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.4.0		bf8e9273f4ad43090d8258982b59afce4aec296b
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.4.0-RC1		31650b16489c6d29e8daaea0e75d6fe48a8d1780
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.4.1		0fac37285fda2ce74eee87cae784d9d9e8fb6a4a
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.4.2		499b747907c96c153c257259bb3ac589a8f91f83
pl.touk.nussknacker	nussknacker-avro-flink-util_2.11	0.4.3		8753b4f3b90d2dd5611cf9c035d8d9ad2d56de1d
tz.co.asoft	geo-countries-watchossimulatorarm64	2.0.17		N/A
tz.co.asoft	geo-countries-watchossimulatorarm64	2.0.17	metadata	1de5eace3a8b06224c15293f915614c0ba105a59
tz.co.asoft	geo-countries-watchossimulatorarm64	2.0.18		N/A
tz.co.asoft	geo-countries-watchossimulatorarm64	2.0.18	metadata	7d32ecc0c95986b96863bf4dc996bfa353968c93
