academy.alex	custommatcher	1.0		db8fadf4836f39012608b5fd3cfe09f275bd6cb5
io.tsdb.services	framework-common	0.1.4		fdd84172ac077d24287ffd266b30c07392d9d658
io.whileaway.code.summer	summer-util	0.0.1		0167cfe33d8c114c17d54aa19ca97df3a60dac9b
io.whileaway.code.summer	summer-util	0.0.2		c79730a281334385d1212ebd745d7c547656a816
jp.nephy	common-utils	1.0.0		257894ffd2be897c8f91bfa0bae06e2ee6e7d78b
jp.nephy	common-utils	1.0.1		504a8ce6d5d08725df7badf6c5dc9a090aa834b1
jp.nephy	common-utils	1.0.2		0eb9162eee9ead1162dbf6125452e1ae2943e489
jp.nephy	common-utils	1.0.3		52cd42fa7dc2883f69f802d67ab0c1e14ef1ec12
jp.nephy	common-utils	1.1.0		e2566b9056331124717be4b2d97e29effd224fc3
jp.nephy	common-utils	1.1.1		32230243b83aa72d07dcca11fc5435a6eb592152
jp.nephy	common-utils	1.1.2		7420dafa95326a2083548a0976cc77065612d65a
jp.nephy	common-utils	2.0.0		e601322335cade75dd7e1b77ac83a484f60e8f13
net.liftweb	lift-xmpp_2.8.1	2.2		6c8a11830fda89aa4fd8d864f9efaa99f17f8df3
net.liftweb	lift-xmpp_2.8.1	2.2-RC1		7a29a4ac64dca190782f2273f3d09f2e2b669978
net.liftweb	lift-xmpp_2.8.1	2.2-RC2		3701012700b7a038b0a890179d53d40e88b003cf
net.liftweb	lift-xmpp_2.8.1	2.2-RC3		ed83fa930fcccc35bb93fe970ccdb16df8225243
net.liftweb	lift-xmpp_2.8.1	2.2-RC4		238f5e8ea1d735205ab711685ec0688c073ee364
net.liftweb	lift-xmpp_2.8.1	2.2-RC5		d180e93eff2f7f37e9629f544bdfaecfef0f3e05
net.liftweb	lift-xmpp_2.8.1	2.2-RC6		80f1bd71077faa8353dc0cef866f1b8561527140
net.liftweb	lift-xmpp_2.8.1	2.3		ff936869bffe30490ec9f3b468814b96bb5cc00d
net.liftweb	lift-xmpp_2.8.1	2.3-M1		8313c60341fe669e1d4ee1d1073b264e86f26781
net.liftweb	lift-xmpp_2.8.1	2.3-RC1		bfdd7426d440c7f05783f8e7a02535db300ff10a
net.liftweb	lift-xmpp_2.8.1	2.3-RC2		a2aedd2ea7b46a5e6f7b775c7aef4a1b01cbaf6f
net.liftweb	lift-xmpp_2.8.1	2.3-RC3		4e6f1704c930b8fbc1acd779e687da8365acfb15
net.liftweb	lift-xmpp_2.8.1	2.3-RC4		ba32e990216a724bb6334c1fa99b8dd1322e0bf3
net.liftweb	lift-xmpp_2.8.1	2.3-RC5		4ee717f38cdafb3524ce5dc5de72e276bdcb57df
net.liftweb	lift-xmpp_2.8.1	2.4		dfe97ef366a2648f60eedaa4ad150da88b9854d7
net.liftweb	lift-xmpp_2.8.1	2.4-M1		cf7566ed0c7e43060619783c67e779e8dc0c81a8
net.liftweb	lift-xmpp_2.8.1	2.4-M2		e51727d4208244b3c30962c91baba29bc19381bf
net.liftweb	lift-xmpp_2.8.1	2.4-M3		43658ef008c916f98a7d51e13b1f48b8f2f0b42e
net.liftweb	lift-xmpp_2.8.1	2.4-M4		119b02b57342080f6bdbda883bf7439714d96dd2
net.liftweb	lift-xmpp_2.8.1	2.4-M5		67b6b7459b600889cc3a88ae8bd83597ad69c548
net.liftweb	lift-xmpp_2.8.1	2.4-RC1		b8c520906bf8116ee088ab09ce695860d3b5c32c
net.onedaybeard.artemis	artemis-odb-serializer-json	0.11.0		556d7ac58bf7f963b7fd57f8e21b5c6d2189aa33
net.onedaybeard.artemis	artemis-odb-serializer-json	0.11.1		b747aa5b0166208289863b11f76a05892f745df1
net.onedaybeard.artemis	artemis-odb-serializer-json	0.11.2		6e7006ce6bc564660b2699385618039863f35398
net.onedaybeard.artemis	artemis-odb-serializer-json	0.11.3		c5db77e43c6bd3219965bae6ab8f498037c42d0f
net.onedaybeard.artemis	artemis-odb-serializer-json	0.11.4		1cdae9ec753e08bd23ea5b7d78c79148ab5a37d3
net.onedaybeard.artemis	artemis-odb-serializer-json	0.12.0		c7023041f4f7ede4dfc531d34e32fa274b4e17af
net.onedaybeard.artemis	artemis-odb-serializer-json	0.12.1		0a2dcbc6e4609eb239d92750ab70ccba9eb87178
net.onedaybeard.artemis	artemis-odb-serializer-json	0.13.0		19abcf8e997c582ac16fc7d066a33c3f292b48e4
net.onedaybeard.artemis	artemis-odb-serializer-json	0.13.1		9b1040a0059e634ff6324c6ad48a774b2c7c4dcd
net.onedaybeard.artemis	artemis-odb-serializer-json	1.0.0		be810e3b94dcd766500254b865243ca8e65ac25a
net.onedaybeard.artemis	artemis-odb-serializer-json	1.0.1		eef9400a24aec0e4c8da9417279ff97270f7c1d4
net.onedaybeard.artemis	artemis-odb-serializer-json	1.1.0		187fc720d13e7f75bd1cc7a28110e053344e7afe
net.onedaybeard.artemis	artemis-odb-serializer-json	1.1.1		9a83be7c96869a8237f5bc7fa15e986b309d97c3
net.onedaybeard.artemis	artemis-odb-serializer-json	1.1.2		e69fd36959edc210c39d9f1196a57847b695be55
net.onedaybeard.artemis	artemis-odb-serializer-json	1.2.0		e300718dc3f43563db7d17a7e3a5d6bccafd0ba1
net.onedaybeard.artemis	artemis-odb-serializer-json	1.2.1		b1623c863a4e616ed5b5cc28f425f4fbc17311c8
net.onedaybeard.artemis	artemis-odb-serializer-json	1.3.0		b68f381bb3666deac7e572b6090598e55f47ddc0
net.onedaybeard.artemis	artemis-odb-serializer-json	1.3.1		c2eb2e0f082d32d128d2ec5146c3bf574fa93974
net.onedaybeard.artemis	artemis-odb-serializer-json	1.4.0		fe8930f8504228e73634a6052252e92a145ffe0f
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0		382d56bdc499129f530beec48d013ca9fcc064df
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC1		0dd56f19684819a0d37162706d3b3c9a6fdf7903
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC2		f8b5bcbc804c97c3b42af73d81b43a88a052aa74
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC3		da2042e4b2ad2baa51e3a786a66738c9a7bb15e6
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC4		db44b2531f0a6129f7fb12d9c54d70b52c9223e0
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC5		7f061807cc2d56bcb3622dfe8afe624915ca5418
net.onedaybeard.artemis	artemis-odb-serializer-json	2.0.0-RC6		22d53b62634cc7cf20aeeeec42fe4edca5765c32
net.onedaybeard.artemis	artemis-odb-serializer-json	2.1.0		1e62f5974ddecf87e4ead31621651a77e43e0d80
net.onedaybeard.artemis	artemis-odb-serializer-json	2.2.0		2b9113654efbc342c8d8329cb74e052f09be6879
net.onedaybeard.artemis	artemis-odb-serializer-json	2.3.0		58e70e2c9192cd0278732564b874565e254258c8
org.apache.camel	camel-ognl-starter	2.18.0		1b16fe7987ea46e1c47de7274df75bccf5f41c93
org.apache.camel	camel-ognl-starter	2.18.1		b166c3eaf6916368d17373263af4c1f161d7c809
org.apache.camel	camel-ognl-starter	2.18.2		cb890a0bedf8d1e7cfa07b5064987ed300ee2f8e
org.apache.camel	camel-ognl-starter	2.18.3		fee948a4f1ef3f42c2cd0c61ad6739dfd2cc27b1
org.apache.camel	camel-ognl-starter	2.18.4		1f163f0ba6c7a7ff6f6fe6d779f9dddd4138dc39
org.apache.camel	camel-ognl-starter	2.18.5		bede5253fdba85012e08f36f5539750db8ea6b7b
org.apache.camel	camel-ognl-starter	2.19.0		30d8166988fe8a0f35bf439465dd2d3ca810cbb4
org.apache.camel	camel-ognl-starter	2.19.1		729d8dc6f424d7fd1f432461015d28588d3d4428
org.apache.camel	camel-ognl-starter	2.19.2		e7a9138ab86d411109611c02c476e572df55cdec
org.apache.camel	camel-ognl-starter	2.19.3		4311859b92e9de68943c1232aa4587616675d2fd
org.apache.camel	camel-ognl-starter	2.19.4		1ed81ed4aefea9b10de4cc0d7bc625884f5b037f
org.apache.camel	camel-ognl-starter	2.19.5		a6be1ba531e766fdc8fba8223720a6dcc260114c
org.apache.camel	camel-ognl-starter	2.20.0		f272f04a6f6c29e4d7b61dd16417cdf05f983a57
org.apache.camel	camel-ognl-starter	2.20.1		2f79ebe673f50b3f9824ea013b457bfb2b9f276e
org.apache.camel	camel-ognl-starter	2.20.2		eebcc619820d90c0251305bd3a71a073e7d565c0
org.apache.camel	camel-ognl-starter	2.20.3		f2605a50df0d17be36b48d24ae76f2a3ca467af6
org.apache.camel	camel-ognl-starter	2.20.4		0bba72c3603116d013a0d872f52960f804a21750
org.apache.camel	camel-ognl-starter	2.21.0		10c933df32ad2a88bd776b93f5ab0e8ce80e6a4e
org.apache.camel	camel-ognl-starter	2.21.1		cdb7553fba04e68aac0069830bda1b1428974fb4
org.apache.camel	camel-ognl-starter	2.21.2		fbd41f735fedfbf4bb3af567ca33a9d95a036df5
org.apache.camel	camel-ognl-starter	2.21.3		131fc3a8ff5bc25e8f51260b16b2803e06842cf8
org.apache.camel	camel-ognl-starter	2.21.4		5a0b4e7f50e9f24ffd5f8898e3853856625c39e3
org.apache.camel	camel-ognl-starter	2.21.5		411034e777c75eb0b88ba144d8a5910328bb4d1a
org.apache.camel	camel-ognl-starter	2.22.0		32946241e932d2a4402abb5ee311dce591d072a8
org.apache.camel	camel-ognl-starter	2.22.1		bb1557e02125e5c5a02c497a04297aaa35330bfc
org.apache.camel	camel-ognl-starter	2.22.2		5414d39757556f219faf5fca39e3cc66af2bec79
org.apache.camel	camel-ognl-starter	2.22.3		9ed04dcbf7de0f1687ffb3153f9614085db5eb6a
org.apache.camel	camel-ognl-starter	2.22.4		f9c8f3bc49dcadc01d0fbfe5a36d35beab11ba4e
org.apache.camel	camel-ognl-starter	2.22.5		f297b1905f12ba7ebf5f0b7421c203b102f94231
org.apache.camel	camel-ognl-starter	2.23.0		ee5df26454b88fe5ab6030979d7935f19f50fe83
org.apache.camel	camel-ognl-starter	2.23.1		9e330eb8386787fb07c43ef2d0744a0e7ac7580c
org.apache.camel	camel-ognl-starter	2.23.2		6b6a8e46b07124957173d5bbff90ce6a689aa77e
org.apache.camel	camel-ognl-starter	2.23.3		de668dcb77cfbbcf5164e9b269736df494a25b92
org.apache.camel	camel-ognl-starter	2.23.4		611a57a36ea84a3e930ba8c966cc82b1ab27df89
org.apache.camel	camel-ognl-starter	2.24.0		1508390e7cf0f17a849b3b2388efca7e13612d28
org.apache.camel	camel-ognl-starter	2.24.1		f8997032e2fae5077ca88cd5c3b45e878b413f0b
org.apache.camel	camel-ognl-starter	2.24.2		46779268b8db814a40e983616ad003a9df23671d
org.apache.camel	camel-ognl-starter	2.24.3		c4ab8923da462cdf4aeac353690cb206b5cf38ef
org.apache.camel	camel-ognl-starter	2.25.0		b99946b8025df09e9f4a8e800b4a0e70b1ee215c
org.apache.camel	camel-ognl-starter	2.25.1		260fcdb263744ccdf7973edbe7a8bf9a8a230df5
org.apache.camel	camel-ognl-starter	2.25.2		d94a684e34aaddc09312cb2acbf2503541a7f8d5
org.apache.camel	camel-ognl-starter	2.25.3		9e1ac2bb563ea1cc4d947df1a779252683222489
org.apache.camel	camel-ognl-starter	2.25.4		cb485b02d6c3f922dbe4fe20c083198fc5ff62eb
org.apache.camel	camel-ognl-starter	3.0.0-M1		ae810d6edb897d162c2d2806f5a4a4d76bd3611e
org.apache.camel	camel-ognl-starter	3.0.0-M2		deca46bbfdd8b1e1afc777644b756a96ba2d54fe
org.apache.camel	camel-ognl-starter	3.0.0-M3		2bd43709dfe288adddf88dc758b30a273cac6921
org.apache.camel	camel-ognl-starter	3.0.0-M4		8b4dae0908d7431c52ef69e76668ac45a79a7231
org.apache.camel	camel-ognl-starter	3.0.0-RC1		b0d61492b5314cd98e26006a437cad7018e29dbc
org.apache.camel	camel-ognl-starter	3.0.0-RC2		7de742b8c1ff6c801eb3ee9c3536e9834b779eae
org.apache.camel	camel-ognl-starter	3.0.0-RC3		f166a842ee116fe435c288e5c866d068e2af4135
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.3.0		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.3.1		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.3.2		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.3.3		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.0		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.1		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.2		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.3		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.4		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.5		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.4.6		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.5.0		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.5.1		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.6.0		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.6.1		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.6.2		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.7.0		N/A
org.apache.cxf.fediz.examples	jaxrsCxfPluginWebapp	1.7.1		N/A
org.apache.directory.server	apacheds-core-plugin	1.0-RC1		971442bfbd66bdb8e04ac86eb70844c463a52f37
org.apache.directory.server	apacheds-core-plugin	1.0-RC2		8dfcdce611e11ca2adacc6af3974d0158acf7c14
org.apache.directory.server	apacheds-core-plugin	1.0-RC3		25b30d9caa72c0c0aabef3d7208429a230f299a0
org.apache.directory.server	apacheds-core-plugin	1.0-RC4		4731d1c58b4259490925d8f262e3f17ecb9156b9
org.apache.directory.server	apacheds-core-plugin	1.0.0		8a37207c0dd4c512fdf0c5664236f9122d3a37ee
org.apache.directory.server	apacheds-core-plugin	1.0.1		04df3a22ba9208837616ae6f6f488ab180b8c89f
org.apache.directory.server	apacheds-core-plugin	1.0.2		e5c9c9670803263a207aa46f63aaa4ad756a3a1c
org.apache.directory.server	apacheds-core-plugin	1.5.0		54e1c668253db6742c2d1bc7ebed07d1410b2f92
org.apache.directory.server	apacheds-core-plugin	1.5.1		ba7f05be9d219222436d80664ab5e28353ecb9ff
org.apache.directory.server	apacheds-core-plugin	1.5.2		4b0f69b4f0e31128743251c2c2f68f5bd1d55ca5
org.apache.directory.server	apacheds-core-plugin	1.5.3		7264316029637a19e2d189db153614ecb38b7a22
org.apache.directory.server	apacheds-core-plugin	1.5.4		eb4fb446fb4c18741c55444ff37ceb4a0629333d
org.apache.directory.server	apacheds-core-plugin	1.5.5		9a631451b2b4e5e9ae99b4be92ba66cdce36e37d
org.apache.druid.extensions	druid-kafka-eight	0.13.0-incubating		a08fada3bbf2d1892c370ea9eb07d9a470cb523d
org.apache.druid.extensions	druid-kafka-eight	0.14.0-incubating		feff573e59bc68aaebcbe5345791290b74d84fd0
org.apache.druid.extensions	druid-kafka-eight	0.14.1-incubating		bd6770ad697acb49601c41e417378f39bce898a4
org.apache.druid.extensions	druid-kafka-eight	0.14.2-incubating		92168e275986bdfff40026305b0c460ef971268e
org.apache.druid.extensions	druid-kafka-eight	0.15.0-incubating		8bb8ba334862f8d6009024896334e04d69555437
org.apache.druid.extensions	druid-kafka-eight	0.15.1-incubating		7b3d242f9c5a9b8bde622c0cb53be217b78e0d33
org.apache.knox	webhdfs-kerb-test	0.10.0		9f122bf8fadfe849067018b6801398717c55efe8
org.apache.knox	webhdfs-kerb-test	0.11.0		7c826b651487f0fbe163d65e91dccf8a1d5879da
org.apache.knox	webhdfs-kerb-test	0.12.0		a3546568afa260faee3f9516aec853c75f4cdd56
org.apache.knox	webhdfs-kerb-test	0.13.0		80f336c22220fd50a8bc62cab2267e328fb7b2b9
org.apache.knox	webhdfs-kerb-test	0.14.0		e02039f99e9ea4a75621675151edefa8a59e0d6b
org.apache.knox	webhdfs-kerb-test	0.8.0		4f51bf743dbaa0c34ae97fc07aac59be29c6fa5d
org.apache.knox	webhdfs-kerb-test	0.9.0		4e517a91923a434cad024c4d525d5151efb964e4
org.apache.knox	webhdfs-kerb-test	0.9.1		ad2f05138bd4bc39fbc63463c2c0394ddc17ffb6
org.apache.knox	webhdfs-kerb-test	1.0.0		d09a2825e7e33689eef94eddd3ac712e873a427c
org.apache.knox	webhdfs-kerb-test	1.1.0		8000aca8f8339e2884d13f268bf5a523f10b7d91
org.apache.knox	webhdfs-kerb-test	1.2.0		807c830aee2285d5265831d47d144e66ef1d221e
org.apache.knox	webhdfs-kerb-test	1.3.0		919242e88d32d8dcb0c9a293ffaa970db4dd878c
org.apache.knox	webhdfs-kerb-test	1.4.0		97bfdd5462567715a4fffbcb17eadaebd570a66f
org.apache.knox	webhdfs-kerb-test	1.5.0		b8bc9ac93e6e42f17a5a4e5cbc8566ef4432f711
org.apache.knox	webhdfs-kerb-test	1.6.0		54a22abadcec1058346a7b6e2e3f5864c0a07722
org.apache.knox	webhdfs-kerb-test	1.6.1		55fe7f5242b834cb742582f03c512dada3c15cb7
org.apache.knox	webhdfs-kerb-test	2.0.0		2b546ed8e3270f1e71569a0dc9704b19092fa038
org.apache.samza	samza-autoscaling_2.12	0.13.0		79c4b76330974cc8c347c5151df5366d99f57b04
org.apache.samza	samza-autoscaling_2.12	0.13.1		181963bc84d9b2ff82845203ff792d4ee91e1d22
org.apache.samza	samza-autoscaling_2.12	0.14.0		e858d6d2f2a8414887e40e263c730b58d1de8323
org.apache.samza	samza-autoscaling_2.12	0.14.1		1de025a4fba9e250f830cf71f4c13221b895ebc4
org.apache.samza	samza-autoscaling_2.12	1.0.0		ce894e8d21d0217dda9e493a681d0483e5c2df8d
org.apache.samza	samza-autoscaling_2.12	1.1.0		5746c122e4fe6644f58c7d6f820ab84a3f0613ab
org.apache.samza	samza-autoscaling_2.12	1.2.0		fb48161448de6f072c9a1728a57a76d9dce040a8
org.bonitasoft.platform	bonita-platform	7.3.0		N/A
org.bonitasoft.platform	bonita-platform	7.3.1		N/A
org.bonitasoft.platform	bonita-platform	7.3.2		N/A
org.bonitasoft.platform	bonita-platform	7.3.3		N/A
org.bonitasoft.platform	bonita-platform	7.4.0		N/A
org.bonitasoft.platform	bonita-platform	7.4.1		N/A
org.bonitasoft.platform	bonita-platform	7.4.2		N/A
org.bonitasoft.platform	bonita-platform	7.4.3		N/A
org.bonitasoft.platform	bonita-platform	7.5.0		N/A
org.bonitasoft.platform	bonita-platform	7.5.0.beta-02		N/A
org.bonitasoft.platform	bonita-platform	7.5.1		N/A
org.bonitasoft.platform	bonita-platform	7.5.2		N/A
org.bonitasoft.platform	bonita-platform	7.5.4		N/A
org.bonitasoft.platform	bonita-platform	7.6.0		N/A
org.bonitasoft.platform	bonita-platform	7.6.1		N/A
org.bonitasoft.platform	bonita-platform	7.6.2		N/A
org.bonitasoft.platform	bonita-platform	7.6.3		N/A
org.bonitasoft.platform	bonita-platform	7.7.0		N/A
org.bonitasoft.platform	bonita-platform	7.7.1		N/A
org.bonitasoft.platform	bonita-platform	7.7.2		N/A
org.bonitasoft.platform	bonita-platform	7.7.3		N/A
org.bonitasoft.platform	bonita-platform	7.7.4		N/A
org.bonitasoft.platform	bonita-platform	7.7.5		N/A
org.bonitasoft.platform	bonita-platform	7.8.0		N/A
org.bonitasoft.platform	bonita-platform	7.8.1		N/A
org.bonitasoft.platform	bonita-platform	7.8.2		N/A
org.bonitasoft.platform	bonita-platform	7.8.3		N/A
org.bonitasoft.platform	bonita-platform	7.8.4		N/A
org.boretti.drools.integration	drools4-integration-helper-archetype	1.1.0		0e50ef0b99481d2109f2634826b9a40ad23fec8b
org.boretti.drools.integration	drools4-integration-helper-archetype	1.1.0	site	775b12a17cfb094ea08c2f4a0025f9f87cc4ea3f
org.coderclan	spring-boot-starter-edelweiss-jdbc	1.0.0		e215ac1b50037d9944717dac394f794528c3acba
org.coderclan	spring-boot-starter-edelweiss-jdbc	1.0.1		b92ff4184d4fe8d126f7e14c80ae4b2af2ec1500
org.dromara	soul-metrics	2.2.0		N/A
org.dromara	soul-metrics	2.2.1		N/A
org.dromara	soul-metrics	2.3.0-RELEASE		N/A
org.dyvil	library	0.44.1		e5f93fd4c51b89899e2fb6fb08a6439af30595f8
org.dyvil	library	0.45.0		d1bf4cde9d2b1d3620fd5f6e4072c42dd5a44f90
org.dyvil	library	0.46.0		30d1e6ca517346c1f6566b8fd653c8ce9b6fc90b
org.dyvil	library	0.47.0		9e7ab885b1b1c57d54521565e681f0ee9ebe5720
org.dyvil	library	0.48.0		94f36e8f84f3549ee5902d05f1ba40cf7de62a1b
org.dyvil	library	0.48.1		218c74280f938e24216439da01c94e5430e698d4
org.jasig.service	stats-aggr-parent	1.0.0-RC1		N/A
org.kotlincrypto.hash	blake2-iosarm64	0.6.0		N/A
org.kotlincrypto.hash	blake2-iosarm64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	blake2-iosarm64	0.6.1		N/A
org.kotlincrypto.hash	blake2-iosarm64	0.6.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.hash	blake2-iosarm64	0.7.0		N/A
org.kotlincrypto.hash	blake2-iosarm64	0.7.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.1		a4011925a7e60f4bbb523719135344181ca31352
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.2		095f3bbad3bc2eb4267ba9e1b8ec6f3178e6d640
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.3		3b98310204b51065897ad2a6d0e39c66444f0c3c
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.41		d1d95b7932f6399bca0cf13e3dd849b0d55e8dfa
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.412		cc4879ac731dcb0c59eb09fbe5901e93f2fc5be0
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.413		664055dc9fb1a32a9101382acf21d5a5b6553ff5
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.414		8a49f921bf1232ce59c810e351bf4c5c373b2dd5
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.415		d81552ea055c841ea127c8019fd6a4a84b58b933
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.416		a910c80549ec58346a5b56ff42e02d48da2ac31b
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.417		546adf4d4ed4c6ae157dbe8e983e704ac0e0b575
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.418		7968ecba3735410de2062f318897e8c0ff0b613c
org.logicovercode	fluent-style-sbt-core_2.12_1.0	0.0.419		eda4ccf69217e1f7d33b6243754ca5fe8b07ecdd
org.mvnpm	babel-run-async	1.0.0		a8c1e553e3d61634dd346283a3e6dda46dd88443
org.optaplanner.openshift	optashift-employee-rostering-shared	7.7.0.Final		edaed773d23c69539ae982aff757fa2db3d4d987
org.optaplanner.openshift	optashift-employee-rostering-shared	7.8.0.Final		2663af2bd2bf603fe109bec2d973f258fd5daabd
org.playframework.silhouette	play-silhouette-cas_3	10.0.0		4327e86ee0517472e88260d64a3a376fa914e3f8
org.playframework.silhouette	play-silhouette-cas_3	10.0.1		835503482feecae4dfa04970d70d40974518ac4a
org.playframework.silhouette	play-silhouette-cas_3	10.0.2		1ef8f351537fdb9346c4e60d0bdb330fdcfc1e55
org.playframework.silhouette	play-silhouette-cas_3	9.0.0		1af5dbd3c4e79a1a43d6de1fd3ae8686ac4e6979
org.playframework.silhouette	play-silhouette-cas_3	9.0.0-M3		14a4dae87917ddafb4fcf0610946f7ce46bd65c4
org.playframework.silhouette	play-silhouette-cas_3	9.0.1		7f5026ce53b7db3070073dbe8040cb0efa148f3a
org.playframework.silhouette	play-silhouette-cas_3	9.0.2		69efbbd2bee7faf94eeef10c945fd96cd703a660
org.specs2	specs2-analysis_sjs1_2.12	4.10.0		46b7efb831a4ad7bde88f1a4a18e5c312ca0560b
org.specs2	specs2-analysis_sjs1_2.12	4.10.1		f36b8506d92b64e336d2db2cfeb67bce8256936b
org.specs2	specs2-analysis_sjs1_2.12	4.10.2		7b17dc73a3bbeb7c173e52c67fa607bffab9a478
org.specs2	specs2-analysis_sjs1_2.12	4.10.3		b5df1431cc56d2608b22c24d2aa507083c1968a5
org.specs2	specs2-analysis_sjs1_2.12	4.10.4		76ef8c5309963844d5905f4aa3b9ad59a81937ac
org.specs2	specs2-analysis_sjs1_2.12	4.10.5		fa7ac80579beaa300bc602da22926c5374fcb181
org.specs2	specs2-analysis_sjs1_2.12	4.10.6		7e3cc813a32923d049dec216de48af304a19b9fd
org.specs2	specs2-analysis_sjs1_2.12	4.11.0		dbc804255b789c145fbe9504a1f59301de968021
org.specs2	specs2-analysis_sjs1_2.12	4.12.0		41aa2691e3461b19f05979198995c798da8e9d67
org.specs2	specs2-analysis_sjs1_2.12	4.12.1		ce93686bb519154c160be5c307316b61cf556611
org.specs2	specs2-analysis_sjs1_2.12	4.12.1-junit-5		74214daa4b8e7ee742d13b25b612144c228fc438
org.specs2	specs2-analysis_sjs1_2.12	4.12.10		adb151591e04f4e5c3201626848f8f778fba0953
org.specs2	specs2-analysis_sjs1_2.12	4.12.11		98fb7c21ee095a333bc374c668715264182a25d5
org.specs2	specs2-analysis_sjs1_2.12	4.12.12		94ce7b1d83895a9c131a3f271f5830c6312ed50b
org.specs2	specs2-analysis_sjs1_2.12	4.12.2		09958463fbd60bdf082c4484432c2d078b8bd7c2
org.specs2	specs2-analysis_sjs1_2.12	4.12.3		e60362302e6cd8f22f4f99bb764d01c6e6902464
org.specs2	specs2-analysis_sjs1_2.12	4.12.4		f6691e287e10c3ef2459c92125b0d32d8617f67e
org.specs2	specs2-analysis_sjs1_2.12	4.12.4-js-ec		b74514d856b7ab5d81347f657493926899b66e47
org.specs2	specs2-analysis_sjs1_2.12	4.12.5		d176ace33cbb1f6e640ec7b8396645f8a36659ec
org.specs2	specs2-analysis_sjs1_2.12	4.12.6		7679553e17ce1cae408507950fb131b26128f18b
org.specs2	specs2-analysis_sjs1_2.12	4.12.7		9c995c7459403e05b8538f7f490cab94e308060f
org.specs2	specs2-analysis_sjs1_2.12	4.12.8		d6a228567ccc3edea0d5b5f7f33e1053d2ad8565
org.specs2	specs2-analysis_sjs1_2.12	4.12.9		da5ca48aaf607379c4752df8ee5d17e11cc94356
org.specs2	specs2-analysis_sjs1_2.12	4.13.0		1b1554d492bcb35f31647eb719c19d26d0dfdec3
org.specs2	specs2-analysis_sjs1_2.12	4.13.1		ed8f2579e16979085c05290594a70a1acad4899c
org.specs2	specs2-analysis_sjs1_2.12	4.13.2		6703d04ed0de2f66d8453a833ed2cf10d58917ed
org.specs2	specs2-analysis_sjs1_2.12	4.13.3		5e864bff35a599b7a70434b395681323c5e75962
org.specs2	specs2-analysis_sjs1_2.12	4.14.0		123cc4b33392e6f183fc137aeb286fa28c97caa8
org.specs2	specs2-analysis_sjs1_2.12	4.14.1		085165073334a6e1c19f2ca25dfe1569e673c874
org.specs2	specs2-analysis_sjs1_2.12	4.15.0		356d2f071520eb0ae12aac34d5ca456cf34a5ed8
org.specs2	specs2-analysis_sjs1_2.12	4.16.0		3c7099e5b7c2fb780fb430389f292813e7e829a2
org.specs2	specs2-analysis_sjs1_2.12	4.16.1		452a0f37465b2fbf681eca758e1d24e5fa66c11c
